section	key	srcproj	tgtproj	params
CSV	PROJ4_SPCS_EPSG_nad83.csv:00002	longlat	omerc	alpha,datum,ellps,k,lat_0,lonc,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00003	longlat	omerc	alpha,datum,ellps,k,lat_0,lonc,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00004	longlat	omerc	alpha,datum,ellps,k,lat_0,lonc,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00005	longlat	omerc	alpha,datum,ellps,k,lat_0,lonc,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00006	longlat	omerc	alpha,datum,ellps,k,lat_0,lonc,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00007	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00008	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00009	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00010	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00011	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00012	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00013	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00014	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00015	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00016	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00017	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00018	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00019	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00020	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00021	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00022	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00023	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00024	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00025	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00026	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00027	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00028	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00029	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00030	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00031	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00032	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00033	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00034	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00035	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00036	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00037	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00038	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00039	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00040	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00041	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00042	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00043	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00044	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00045	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00046	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00047	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00048	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00049	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00050	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00051	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00052	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00053	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00054	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00055	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00056	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00057	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00058	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00059	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00060	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00061	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00062	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00063	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00064	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00065	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00066	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00067	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00068	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00069	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00070	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00071	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00072	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00073	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00074	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00075	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00076	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00077	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00078	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00079	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00080	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00081	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00082	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00083	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00084	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00085	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00086	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00087	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00088	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00089	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00090	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00091	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00092	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00093	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00094	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00095	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00096	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00097	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00098	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00099	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00100	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00101	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00102	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00103	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00104	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00105	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00106	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00107	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00108	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00109	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00110	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00111	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00112	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00113	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00114	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00115	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00116	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00117	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00118	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00119	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00120	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00121	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00122	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00123	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00124	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00125	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00126	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00127	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00128	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00129	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00130	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00131	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00132	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00133	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00134	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00135	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00136	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00137	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00138	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00139	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00140	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00141	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00142	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00143	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00144	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00145	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00146	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00147	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00148	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00149	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00150	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00151	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00152	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00153	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00154	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00155	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00156	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00157	longlat	tmerc	datum,k,lat_0,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00158	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00159	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00160	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00161	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00162	longlat	lcc	datum,lat_0,lat_1,lat_2,lon_0,no_defs,proj,units,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00163	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00164	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00165	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00166	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00167	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00168	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00169	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00170	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00171	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00172	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00173	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00174	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00175	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00176	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00177	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00178	longlat	lcc	datum,ellps,lat_0,lat_1,lat_2,lon_0,no_defs,proj,to_meter,x_0,y_0
CSV	PROJ4_SPCS_EPSG_nad83.csv:00179	longlat	tmerc	datum,ellps,k,lat_0,lon_0,no_defs,proj,to_meter,x_0,y_0
